;nro_importaciones;nro_usados;nro_nuevo;nro_otros;nro_destino_europa;nro_destino_asia;nro_destino_america;nro_destino_africa;nro_destino_oceania;total_pesoneto;importe_aduana;importe_iva;importe_salvaguardia;cluster.km
1.79016E+12;12;0;12;0;3;0;9;0;0;10800;1751629;222144;1926;8
1.79048E+12;12;0;12;0;2;0;10;0;0;265888;547881;79826;0;8
1.79085E+12;12;0;12;0;0;5;7;0;0;187518;960148;142692;132;2
1.7909E+12;12;0;12;0;0;0;12;0;0;10955;75221;9836;180;8
1.79099E+12;12;0;12;0;1;5;6;0;0;293117;590154;80275;16074;2
1.79107E+12;12;0;12;0;2;2;8;0;0;17810;536447;71024;3664;8
1.79135E+12;12;0;12;0;2;7;3;0;0;90404;645576;82005;0;13
1.79173E+12;12;0;12;0;0;6;6;0;0;14802;187192;23672;0;2
1.79181E+12;12;0;12;0;0;0;12;0;0;297;6644;998;0;8
1.79181E+12;12;0;12;0;0;12;0;0;0;191140;301681;46085;0;13
1.79181E+12;12;0;12;0;7;4;1;0;0;453336;2086829;255611;0;8
1.79188E+12;12;0;12;0;10;1;1;0;0;111806;1164989;165191;0;8
1.79195E+12;12;0;12;0;0;0;12;0;0;53605;291903;45859;36517;8
1.79206E+12;12;0;12;0;0;2;10;0;0;653444;776014;97934;6519;8
1.79207E+12;12;0;12;0;0;3;9;0;0;131385;1641430;234529;0;8
1.79216E+12;12;0;12;0;12;0;0;0;0;19909;1068333;157069;0;8
1.79223E+12;12;0;12;0;1;1;10;0;0;459075;638417;92181;11480;8
1.79228E+12;12;0;12;0;1;11;0;0;0;265735;996397;123816;0;13
1.7923E+12;12;0;12;0;0;12;0;0;0;197563;700874;100239;0;13
1.79244E+12;12;0;12;0;12;0;0;0;0;3839;222121;31532;0;8
1.90147E+11;11;0;11;0;5;0;6;0;0;2015;284671;35184;0;8
9.90021E+11;11;0;11;0;7;0;4;0;0;224057;369417;45209;0;8
9.90037E+11;11;0;11;0;0;5;6;0;0;807736;604061;85413;0;2
9.90056E+11;11;0;11;0;1;2;6;0;2;267675;449426;54366;0;7
9.90072E+11;11;0;11;0;1;0;10;0;0;445736;861641;107630;0;8
9.90101E+11;11;0;11;0;3;0;8;0;0;7081;1088850;137719;0;8
9.90319E+11;11;0;11;0;2;0;9;0;0;121762;382639;58359;0;8
9.90554E+11;11;0;11;0;2;1;8;0;0;307014;2094331;259282;0;8
9.90658E+11;11;0;11;0;2;5;4;0;0;156468;932399;123138;0;2
9.90858E+11;11;0;11;0;0;5;6;0;0;44595;1830121;232182;0;2
9.90917E+11;11;0;11;0;2;6;3;0;0;148346;887195;116390;0;13
9.9132E+11;11;0;11;0;1;0;10;0;0;282062;174304;21118;0;8
9.91339E+11;11;0;11;0;2;5;4;0;0;37613;274543;37390;0;2
9.92293E+11;11;0;11;0;0;10;1;0;0;314558;640868;91475;0;13
9.92517E+11;11;0;9;2;0;4;7;0;0;563580;1127717;135998;0;2
9.92617E+11;11;0;11;0;0;9;2;0;0;177845;269833;38913;750;13
9.92781E+11;11;0;11;0;1;2;8;0;0;298648;643825;77641;0;8
1.09009E+12;11;0;11;0;1;6;4;0;0;511456;267613;32405;0;2
1.76816E+12;11;0;11;0;4;6;1;0;0;1827;181881;23369;0;2
1.79001E+12;11;0;11;0;1;3;7;0;0;5450;414651;53680;0;2
1.79002E+12;11;0;11;0;0;2;9;0;0;189227;582383;75078;14546;11
1.79004E+12;11;0;11;0;2;0;8;1;0;109555;360235;48645;7574;7
1.79039E+12;11;0;11;0;0;5;6;0;0;133333;857558;104808;0;2
1.79055E+12;11;0;11;0;3;5;3;0;0;274997;651904;83248;3922;2
1.79124E+12;11;0;11;0;6;2;3;0;0;3266;201817;24997;0;8
1.79135E+12;11;0;11;0;1;1;9;0;0;322518;611662;74561;3329;8
1.79135E+12;11;0;11;0;0;0;11;0;0;79879;3556858;458643;0;8
1.79141E+12;11;0;11;0;0;0;11;0;0;28360;640773;77534;0;11
1.79142E+12;11;0;11;0;1;1;9;0;0;176531;970299;139189;8409;8
1.79177E+12;11;0;11;0;0;2;9;0;0;16693;116028;14391;0;11
1.79184E+12;11;0;11;0;0;1;10;0;0;1833;137035;18198;0;11
1.792E+12;11;0;11;0;4;3;4;0;0;19031;524112;64468;0;8
1.79218E+12;11;0;11;0;0;10;1;0;0;7689536;8990433;1084891;0;13
1.79228E+12;11;0;11;0;0;0;11;0;0;3784;244782;37892;24473;11
1.79234E+12;11;0;11;0;4;7;0;0;0;198783;1401243;194209;0;13
1.79239E+12;11;0;11;0;1;0;10;0;0;36753;342099;42203;0;8
1.90085E+11;10;0;10;0;4;2;4;0;0;14871;280998;34656;0;8
1.90383E+11;10;0;10;0;0;10;0;0;0;346543;583977;81269;0;13
7.91722E+11;10;0;10;0;0;0;10;0;0;1349000;1385963;209023;71805;8
9.90001E+11;10;0;10;0;0;8;2;0;0;139660;369991;55924;0;13
9.90007E+11;10;0;10;0;4;0;6;0;0;61469;657559;86347;0;8
9.90129E+11;10;0;9;1;0;0;10;0;0;74624;808590;131667;51913;11
9.90177E+11;10;0;10;0;1;9;0;0;0;722918;825183;101096;0;13
9.90282E+11;10;0;10;0;1;9;0;0;0;2142253;1639962;197782;0;13
9.9029E+11;10;0;10;0;3;0;7;0;0;754;167181;20558;0;8
9.90381E+11;10;0;10;0;1;6;3;0;0;272371;467520;56379;0;2
9.90495E+11;10;0;10;0;3;3;4;0;0;119312;811961;108632;0;8
9.90554E+11;10;0;10;0;2;6;2;0;0;2399078;1362107;170481;0;13
9.90626E+11;10;0;10;0;0;10;0;0;0;358792;560887;69499;0;13
9.90974E+11;10;0;10;0;0;9;1;0;0;125945;398718;57649;0;13
9.91466E+11;10;0;10;0;3;1;6;0;0;71985;865267;104790;0;8
9.92121E+11;10;0;10;0;4;6;0;0;0;440298;671519;81621;0;2
9.92142E+11;10;0;10;0;0;7;3;0;0;124439;1276883;64024;0;13
9.92282E+11;10;0;10;0;7;1;2;0;0;27719;116249;15499;0;8
9.92315E+11;10;0;10;0;1;2;7;0;0;447256;638513;78446;2007;11
9.92329E+11;10;0;10;0;0;10;0;0;0;209677;295478;36758;0;13
9.92445E+11;10;0;10;0;1;0;9;0;0;4836;154933;19974;36;11
9.92503E+11;10;0;10;0;1;6;3;0;0;28426;248479;32552;0;2
9.92507E+11;10;0;10;0;2;1;7;0;0;7290;94511;12003;0;11
9.92634E+11;10;0;10;0;3;0;7;0;0;41411;370957;47106;0;8
9.92836E+11;10;0;10;0;0;0;10;0;0;74387;196982;29619;0;11
1.79001E+12;10;0;10;0;1;0;9;0;0;41736;718462;93594;509;11
1.79018E+12;10;0;10;0;2;7;1;0;0;180867;417283;62386;3008;13
1.7902E+12;10;0;10;0;10;0;0;0;0;2979;2070378;251597;0;8
1.7903E+12;10;0;10;0;4;4;1;1;0;1878877;894926;143633;0;7
1.79042E+12;10;0;10;0;0;9;1;0;0;118958;779562;119568;0;13
1.79046E+12;10;0;10;0;2;2;6;0;0;37798;119570;15172;0;11
1.79052E+12;10;0;10;0;0;0;10;0;0;2610;65884;8531;0;11
1.79052E+12;10;0;10;0;0;0;10;0;0;136508;357371;47269;13818;11
1.79078E+12;10;0;10;0;0;0;10;0;0;4583;1194098;151256;417;11
1.7909E+12;10;0;10;0;0;1;9;0;0;273518;1958703;275398;0;8
1.79097E+12;10;0;10;0;5;0;5;0;0;9229;285036;35203;0;8
1.7913E+12;10;0;10;0;4;5;1;0;0;111410;268126;34674;0;2
1.79131E+12;10;0;10;0;2;1;7;0;0;1141;138189;17948;0;11
1.79171E+12;10;0;10;0;0;9;1;0;0;225279;350198;48260;0;13
1.79183E+12;10;0;10;0;1;8;1;0;0;133945;1237369;154258;0;13
1.79185E+12;10;0;10;0;5;3;2;0;0;443343;379954;52519;1529;8
1.79185E+12;10;0;10;0;0;0;10;0;0;13241;384473;49836;0;11
1.79186E+12;10;0;10;0;0;0;10;0;0;99442;230696;33356;0;11
1.79187E+12;10;0;10;0;0;0;10;0;0;287253;254631;39453;34703;11
1.79188E+12;10;0;10;0;1;0;9;0;0;2217273;1156668;139594;0;8
1.7919E+12;10;0;10;0;2;7;1;0;0;1418;213257;25829;0;2
1.79193E+12;10;0;10;0;2;6;2;0;0;4602;148713;18525;0;2
1.79199E+12;10;0;10;0;0;0;10;0;0;149537;561686;82119;8696;11
1.79201E+12;10;0;10;0;2;3;5;0;0;33923;466102;60262;0;2
1.79209E+12;10;0;10;0;1;0;9;0;0;206300;305196;40267;2023;11
1.7921E+12;10;0;10;0;0;1;9;0;0;23053;186242;26802;5970;11
1.79212E+12;10;0;10;0;0;7;3;0;0;209240;860182;118159;17316;13
1.7923E+12;10;0;10;0;0;10;0;0;0;258219;1448883;177975;0;13
1.79234E+12;10;0;10;0;10;0;0;0;0;14080;457132;69501;0;8
1.79247E+12;10;0;10;0;0;10;0;0;0;132016;608129;74835;0;13
1.80314E+12;10;0;10;0;0;4;6;0;0;62173;283266;40736;7998;2
1.90022E+11;9;0;9;0;1;3;5;0;0;16255;179524;23093;0;2
1.90096E+11;9;0;9;0;2;3;4;0;0;348907;579281;71235;5398;2
1.90105E+11;9;0;9;0;1;4;4;0;0;826144;2174796;270269;0;2
1.90167E+11;9;0;9;0;6;0;3;0;0;65512;555114;76633;0;8
5.91713E+11;9;0;9;0;1;0;8;0;0;752733;524572;74178;1477;11
9.9E+11;9;0;9;0;1;2;6;0;0;125057;407780;50820;4859;11
9.90011E+11;9;0;9;0;0;0;9;0;0;136464;218866;31456;85;11
9.90019E+11;9;0;9;0;1;0;8;0;0;4863;113380;14710;3752;11
9.90031E+11;9;0;9;0;2;4;3;0;0;29017;346001;43522;0;2
9.90158E+11;9;0;9;0;0;2;7;0;0;603390;718803;93632;745;11
9.90304E+11;9;0;9;0;0;7;2;0;0;139888;1283778;216076;0;13
9.90615E+11;9;0;9;0;2;5;2;0;0;113686;346840;47540;0;2
9.91072E+11;9;0;9;0;0;0;9;0;0;155959;254581;41062;35815;11
9.91229E+11;9;0;9;0;0;8;1;0;0;193375;341878;41403;0;13
9.91401E+11;9;0;9;0;2;0;7;0;0;33077;201864;26719;0;11
9.9146E+11;9;0;9;0;1;8;0;0;0;808083;613352;73967;0;13
9.92156E+11;9;0;9;0;5;0;4;0;0;72381;201610;24540;0;8
9.92231E+11;9;0;9;0;0;7;2;0;0;104474;429922;64440;30908;2
9.9233E+11;9;0;9;0;0;0;9;0;0;13268;1205751;159879;60284;11
9.92345E+11;9;0;9;0;0;9;0;0;0;172962;206152;31913;0;13
9.92448E+11;9;0;9;0;0;1;8;0;0;78479;346467;51001;0;11
9.9253E+11;9;0;9;0;0;2;7;0;0;272625;629663;88428;0;11
9.92541E+11;9;0;9;0;0;7;2;0;0;53064;283367;42315;0;2
9.9272E+11;9;0;9;0;2;0;7;0;0;1347;695528;88949;0;11
9.92796E+11;9;0;9;0;0;6;3;0;0;146919;537073;78666;0;2
1.10414E+12;9;0;5;4;0;0;9;0;0;303000;224543;33005;15714;11
1.39001E+12;9;0;9;0;4;0;5;0;0;5339;181753;23247;0;8
1.39006E+12;9;0;9;0;0;8;1;0;0;3851607;2684031;325633;0;13
1.76815E+12;9;0;9;0;3;3;3;0;0;311460;6669277;924526;0;8
1.79001E+12;9;0;1;8;0;0;9;0;0;331970;419290;50565;0;11
1.79001E+12;9;0;9;0;2;1;6;0;0;34918;263605;36332;15490;11
1.79003E+12;9;0;9;0;3;0;6;0;0;72763;261474;39885;0;11
1.79032E+12;9;0;9;0;0;5;4;0;0;1238135;1158374;139967;882;2
1.79032E+12;9;2;7;0;5;2;2;0;0;235982;396934;49906;0;12
1.79032E+12;9;0;9;0;0;4;5;0;0;50775;741588;111358;12468;2
1.79033E+12;9;0;9;0;0;0;9;0;0;36154;181716;22581;0;11
1.79038E+12;9;0;9;0;1;4;4;0;0;129203;592547;78377;0;2
1.79062E+12;9;0;9;0;0;1;8;0;0;3615;345614;41955;0;11
1.79084E+12;9;0;9;0;0;3;6;0;0;13878;261144;39984;0;2
1.7909E+12;9;0;9;0;0;1;8;0;0;20423;221245;29089;0;11
1.79101E+12;9;0;9;0;5;0;4;0;0;154928;213048;26788;2892;8
1.79104E+12;9;0;9;0;0;1;8;0;0;58455;375318;50476;12786;11
1.79124E+12;9;0;9;0;1;2;6;0;0;24460;311246;42520;0;11
1.79125E+12;9;0;9;0;0;0;9;0;0;10852;677788;105171;67774;11
1.79125E+12;9;0;9;0;1;8;0;0;0;476116;257230;40444;0;13
1.79129E+12;9;0;9;0;2;0;7;0;0;7748;161662;20305;0;11
1.7913E+12;9;0;9;0;0;2;7;0;0;423448;583907;71213;2866;11
1.79131E+12;9;0;9;0;2;3;4;0;0;77660;518086;67777;0;2
1.79135E+12;9;0;9;0;0;1;8;0;0;828008;866820;104534;0;11
1.79141E+12;9;0;9;0;0;4;5;0;0;9996;969801;116952;0;2
1.79144E+12;9;0;9;0;0;0;9;0;0;24525;309251;42587;7209;11
1.7919E+12;9;0;9;0;0;0;9;0;0;12713;210497;49574;0;11
1.7919E+12;9;0;9;0;0;7;2;0;0;21937;184481;28291;356;2
1.79206E+12;9;0;9;0;2;1;6;0;0;53390;1758632;279135;0;8
1.79225E+12;9;0;9;0;0;8;1;0;0;63366;496398;68555;0;13
1.79234E+12;9;0;9;0;9;0;0;0;0;12218;487334;73359;0;8
1.79234E+12;9;0;9;0;9;0;0;0;0;12972;470051;71510;0;8
1.79247E+12;9;0;8;1;5;1;3;0;0;15572184;1602211;205241;731;9
1.89172E+12;9;0;9;0;0;8;1;0;0;255008;910651;122002;0;13
1.90112E+11;8;0;8;0;1;2;5;0;0;40571;414379;65028;0;11
1.90114E+11;8;0;8;0;2;5;1;0;0;195851;368387;47403;0;2
1.9034E+11;8;0;8;0;3;1;4;0;0;36172;216965;26575;0;11
1.90347E+11;8;0;8;0;0;0;8;0;0;95413;2976067;360274;0;11
6.90013E+11;8;0;8;0;0;4;4;0;0;4062;88623;11717;0;2
7.00767E+11;8;0;8;0;0;0;8;0;0;36560;165432;19952;0;11
7.91718E+11;8;0;8;0;2;0;6;0;0;13410;144172;17605;0;11
9.90005E+11;8;0;8;0;0;1;7;0;0;12244;146743;18687;401;11
9.90009E+11;8;0;8;0;1;2;5;0;0;253487;728408;88995;0;11
9.90022E+11;8;0;8;0;1;6;1;0;0;368100;1391199;182196;0;2
9.90024E+11;8;0;8;0;2;6;0;0;0;200483;635318;77061;0;2
9.90272E+11;8;0;8;0;1;3;4;0;0;30808;484220;64297;0;2
9.90332E+11;8;0;8;0;0;0;8;0;0;26202;665907;85006;0;11
9.90787E+11;8;0;8;0;2;5;1;0;0;44840;179594;24081;0;2
9.90828E+11;8;0;7;1;0;0;8;0;0;62154;381533;52018;0;11
9.90988E+11;8;0;8;0;0;3;5;0;0;3248;73189;11528;10782;2
9.91074E+11;8;0;8;0;1;0;7;0;0;253;146648;17958;0;11
9.91323E+11;8;0;8;0;0;0;8;0;0;327666;180655;22279;1781;11
9.91445E+11;8;0;8;0;0;3;5;0;0;248000;390329;47071;0;2
9.91475E+11;8;0;8;0;0;8;0;0;0;201640;294399;35501;0;2
9.91516E+11;8;0;8;0;1;6;1;0;0;60839;370564;47676;0;2
9.91522E+11;8;0;8;0;1;7;0;0;0;193300;381315;45984;0;2
9.92125E+11;8;0;8;0;0;1;7;0;0;35310;142047;17692;1189;11
9.92188E+11;8;0;8;0;3;0;5;0;0;6410;119313;14695;0;11
9.9224E+11;8;0;8;0;0;6;2;0;0;66273;590978;73956;0;2
9.92328E+11;8;0;8;0;1;7;0;0;0;284721;130607;15902;0;2
9.92341E+11;8;0;8;0;0;3;5;0;0;79459;280420;34268;0;2
9.92389E+11;8;0;8;0;2;0;6;0;0;10950;221792;27529;0;11
9.92429E+11;8;0;8;0;6;2;0;0;0;491806;645758;92548;0;8
1.39001E+12;8;0;8;0;0;1;3;0;4;1352620;3059610;385448;38891;7
1.39005E+12;8;0;7;1;3;0;5;0;0;33120;165020;20099;0;11
1.70678E+12;8;0;8;0;0;2;6;0;0;3306;147898;17943;0;11
1.79002E+12;8;0;8;0;0;3;5;0;0;350947;1305322;174369;36349;2
1.79002E+12;8;0;8;0;5;0;3;0;0;137263;331020;44088;0;8
1.79003E+12;8;0;8;0;1;7;0;0;0;10350;217396;33044;0;2
1.79004E+12;8;0;8;0;7;1;0;0;0;68047;259694;31815;0;8
1.79058E+12;8;0;8;0;1;6;1;0;0;237868;399066;48393;0;2
1.79067E+12;8;0;8;0;2;0;6;0;0;23944;1463443;228816;0;11
1.79087E+12;8;0;8;0;3;0;5;0;0;635;278863;37184;0;11
1.79098E+12;8;0;8;0;0;8;0;0;0;66118;422165;56594;0;2
1.79099E+12;8;0;8;0;2;0;6;0;0;1817;342973;42671;0;11
1.79107E+12;8;0;8;0;2;6;0;0;0;102415;363687;46511;0;2
1.79107E+12;8;0;8;0;4;1;3;0;0;242519;181669;27742;5791;11
1.79112E+12;8;0;8;0;2;0;5;0;1;22466;227695;28009;0;7
1.79114E+12;8;0;8;0;5;2;1;0;0;465250;708325;85421;0;8
1.79125E+12;8;0;8;0;1;4;3;0;0;126510;355018;50149;18242;2
1.79126E+12;8;0;8;0;6;2;0;0;0;755;113941;13750;0;8
1.79131E+12;8;0;8;0;0;0;8;0;0;626;175166;21555;0;11
1.79132E+12;8;0;8;0;1;1;6;0;0;178919;725302;97697;0;11
1.79135E+12;8;0;8;0;4;2;1;1;0;47156;325817;39423;0;7
1.79136E+12;8;0;8;0;0;0;8;0;0;118276;1019452;135551;52529;11
1.79136E+12;8;0;8;0;4;2;2;0;0;61162;318333;38387;0;11
1.79136E+12;8;0;8;0;1;0;7;0;0;5265;1216621;146903;0;11
1.7914E+12;8;0;8;0;7;0;1;0;0;1905;88786;10933;0;8
1.79141E+12;8;0;8;0;0;1;7;0;0;325892;3177857;496123;462872;5
1.79141E+12;8;0;8;0;0;6;2;0;0;97716;560188;69243;0;2
1.79143E+12;8;0;8;0;0;0;8;0;0;7513;332083;41466;0;11
1.79171E+12;8;0;8;0;1;5;2;0;0;26963;180343;27236;10694;2
1.79173E+12;8;0;8;0;2;1;5;0;0;60903;162138;22362;2185;11
1.79177E+12;8;0;8;0;0;1;7;0;0;5326;315979;38265;0;11
1.79185E+12;8;0;3;5;0;1;7;0;0;154777;133474;19457;7804;11
1.79186E+12;8;0;8;0;0;0;8;0;0;1338325;769358;106731;0;11
1.7919E+12;8;0;8;0;1;2;5;0;0;2100;314084;40227;0;11
1.79192E+12;8;0;8;0;0;1;7;0;0;17359;226775;34725;26986;11
1.792E+12;8;0;8;0;0;5;3;0;0;83841;250996;34119;0;2
1.79202E+12;8;0;8;0;2;2;4;0;0;41183;246981;33994;0;11
1.79203E+12;8;0;8;0;0;7;1;0;0;59409;363742;60831;0;2
1.79214E+12;8;0;8;0;0;6;2;0;0;56717;546867;69911;0;2
1.7922E+12;8;1;7;0;0;0;8;0;0;110264;563484;69186;0;11
1.79232E+12;8;0;8;0;0;0;8;0;0;9102;861879;109109;0;11
1.79233E+12;8;0;8;0;2;3;3;0;0;118034;270119;38050;6129;2
1.79234E+12;8;0;8;0;2;5;1;0;0;65577;630069;76521;0;2
1.80142E+12;8;0;0;8;0;0;8;0;0;276000;183465;26965;12840;11
1.8033E+12;8;0;8;0;0;8;0;0;0;165392;170002;24460;0;2
1.8901E+12;8;0;8;0;6;0;2;0;0;49437;225316;28292;0;8
1.89171E+12;8;0;8;0;0;8;0;0;0;122880;441789;61369;0;2
1.89173E+12;8;0;8;0;0;7;1;0;0;71496;637842;83188;0;2
1.01053E+11;7;0;7;0;0;1;6;0;0;691155;289025;45426;38160;11
1.6E+11;7;0;7;0;7;0;0;0;0;582806;5000320;654407;0;8
1.90056E+11;7;0;7;0;0;3;4;0;0;31297;294534;43075;0;2
1.90062E+11;7;0;7;0;4;1;2;0;0;102833;142535;17186;0;11
1.90066E+11;7;0;7;0;3;3;1;0;0;187088;213770;25944;0;2
1.9015E+11;7;0;7;0;0;5;2;0;0;17013;211087;26910;0;2
1.90153E+11;7;0;7;0;0;5;2;0;0;175349;228703;30361;0;2
1.90157E+11;7;0;7;0;0;5;2;0;0;121618;472386;63861;0;2
1.90166E+11;7;0;7;0;2;2;3;0;0;712156;318934;52042;7012;11
1.90334E+11;7;0;7;0;0;7;0;0;0;98527;431771;59503;0;2
1.90342E+11;7;0;7;0;1;6;0;0;0;4713;504847;62716;0;2
6.01916E+11;7;0;7;0;0;7;0;0;0;254451;87910;12139;0;2
7.90067E+11;7;0;7;0;0;6;1;0;0;159500;274020;33045;0;2
9.02387E+11;7;0;7;0;0;7;0;0;0;527500;224717;27098;0;2
9.15841E+11;7;0;6;1;0;0;7;0;0;211300;191874;28202;13429;11
9.90012E+11;7;0;7;0;0;1;6;0;0;532908;741079;105518;36290;11
9.90014E+11;7;0;7;0;2;1;4;0;0;2708;45420;6118;2635;11
9.90028E+11;7;0;7;0;0;7;0;0;0;166291;406956;49191;0;2
9.90034E+11;7;0;7;0;0;5;2;0;0;114302;680788;102312;0;2
9.90136E+11;7;1;6;0;1;4;2;0;0;105156;414168;52828;0;2
9.9016E+11;7;0;7;0;7;0;0;0;0;2262;945666;121608;0;8
9.9017E+11;7;0;7;0;3;0;4;0;0;177108;703389;87652;0;11
9.9027E+11;7;0;7;0;2;4;1;0;0;1625;96129;12275;0;2
9.90295E+11;7;0;7;0;1;3;3;0;0;199072;411195;52966;0;2
9.90332E+11;7;0;7;0;0;0;7;0;0;178758;483912;74777;0;11
9.90575E+11;7;0;7;0;0;0;7;0;0;3475;132839;16296;0;11
9.90609E+11;7;0;7;0;2;2;3;0;0;232780;928349;130391;0;11
9.90647E+11;7;0;7;0;3;0;4;0;0;6631;144077;17704;0;11
9.91252E+11;7;0;7;0;0;0;7;0;0;587221;510212;62533;3569;11
9.91254E+11;7;0;7;0;2;4;1;0;0;20006;385127;46735;0;2
9.9126E+11;7;0;7;0;0;0;7;0;0;1437;399347;51885;0;11
9.91276E+11;7;0;7;0;2;1;4;0;0;9088;68459;9348;0;11
9.91279E+11;7;0;7;0;0;0;7;0;0;65;146955;18765;0;11
9.91288E+11;7;0;7;0;0;4;3;0;0;179650;316997;38272;0;2
9.91441E+11;7;0;7;0;3;1;3;0;0;6249735;3212250;387680;0;8
9.91461E+11;7;0;7;0;2;0;5;0;0;6456;419498;56682;0;11
9.92122E+11;7;0;7;0;5;1;1;0;0;73452;555907;71162;3446;11
9.92126E+11;7;0;7;0;0;5;2;0;0;154300;251660;30778;0;2
9.92132E+11;7;1;6;0;0;1;6;0;0;352;45015;5762;0;11
9.92139E+11;7;0;7;0;0;0;7;0;0;756;106323;13218;0;11
9.92261E+11;7;0;7;0;0;3;4;0;0;714;52270;6511;0;2
9.92317E+11;7;0;7;0;0;2;5;0;0;4330;145380;17886;0;11
9.92354E+11;7;0;7;0;0;7;0;0;0;239920;450254;69261;0;2
9.92356E+11;7;0;7;0;0;5;2;0;0;193150;314712;37952;0;2
9.92358E+11;7;0;7;0;0;4;3;0;0;44123;268547;40588;31077;2
9.92395E+11;7;0;7;0;0;7;0;0;0;11841;513420;67915;0;2
9.92479E+11;7;0;7;0;0;7;0;0;0;74708;221292;34652;0;2
9.92515E+11;7;0;7;0;1;0;6;0;0;1306;120140;15967;0;11
9.92604E+11;7;0;7;0;0;0;7;0;0;3289;62755;7967;0;11
9.92657E+11;7;0;7;0;0;6;1;0;0;233302;947960;120192;0;2
9.92717E+11;7;0;7;0;1;4;2;0;0;17147;375329;51787;0;2
9.92745E+11;7;0;7;0;0;6;1;0;0;637784;225093;27514;0;2
1.29174E+12;7;0;7;0;3;0;4;0;0;17733;49119;6350;0;11
1.39006E+12;7;0;7;0;0;0;7;0;0;13320;182053;22202;776;11
1.39177E+12;7;0;7;0;0;6;1;0;0;76793;525883;66272;0;2
1.70998E+12;7;0;7;0;0;7;0;0;0;104298;301198;43560;0;2
1.79001E+12;7;0;7;0;1;5;1;0;0;162611;320107;39656;0;2
1.79001E+12;7;0;7;0;0;6;1;0;0;22057;144259;19149;0;2
1.79004E+12;7;0;7;0;3;0;4;0;0;313595;309635;38681;0;11
1.79007E+12;7;0;7;0;5;0;2;0;0;4337;173309;21126;0;11
1.79009E+12;7;0;7;0;0;5;2;0;0;31988;152127;19469;0;2
1.79018E+12;7;0;7;0;2;3;2;0;0;313318;7671180;925550;0;8
1.79019E+12;7;0;7;0;0;0;7;0;0;7754;368254;44879;0;11
1.79031E+12;7;0;7;0;1;1;5;0;0;146574;167089;20173;0;11
1.79038E+12;7;0;7;0;1;1;5;0;0;4151;155296;20263;0;11
1.79066E+12;7;0;7;0;1;5;1;0;0;13326;241405;33322;1006;2
1.79072E+12;7;0;7;0;0;0;7;0;0;841389;863642;138717;47477;11
1.79075E+12;7;0;7;0;2;0;5;0;0;6229;157350;20546;5234;11
1.79077E+12;7;0;7;0;1;4;2;0;0;13657;132464;17132;0;2
1.79099E+12;7;0;7;0;0;0;7;0;0;9302;100206;14520;2734;11
1.791E+12;7;0;7;0;2;0;5;0;0;32031;124807;15522;0;11
1.79105E+12;7;0;7;0;0;1;6;0;0;18781;179642;23673;0;11
1.79108E+12;7;0;6;1;0;0;7;0;0;27075;598312;77888;0;11
1.79123E+12;7;0;7;0;1;1;5;0;0;53393;185452;23296;0;11
1.79126E+12;7;0;7;0;0;5;2;0;0;65543;575693;87022;58565;2
1.79127E+12;7;0;7;0;0;1;6;0;0;821;57661;7256;0;11
1.79129E+12;7;0;7;0;0;1;6;0;0;6885;323523;40750;0;11
1.79133E+12;7;0;7;0;0;1;6;0;0;112993;427314;61460;4274;11
1.79135E+12;7;0;7;0;0;1;6;0;0;56729;1781778;229320;0;11
1.79136E+12;7;0;7;0;0;1;6;0;0;72103;164663;20903;2377;11
1.79139E+12;7;0;7;0;6;0;1;0;0;998;59365;7158;0;11
1.7914E+12;7;0;7;0;2;5;0;0;0;227305;208295;32072;0;2
1.79141E+12;7;0;7;0;7;0;0;0;0;5355;315404;45463;0;8
1.79141E+12;7;0;7;0;1;4;2;0;0;31392;157358;19264;0;2
1.79177E+12;7;0;7;0;0;0;7;0;0;122954;559999;92984;82599;11
1.79181E+12;7;0;7;0;0;0;7;0;0;6610;611019;91258;48340;11
1.79181E+12;7;0;7;0;0;0;7;0;0;8627;390473;49431;0;11
1.79182E+12;7;0;7;0;6;0;1;0;0;152340;151039;23590;2983;11
1.79183E+12;7;0;7;0;1;0;6;0;0;46371;245664;29906;622;11
1.79186E+12;7;0;7;0;0;6;1;0;0;128459;1443220;181931;0;2
1.79186E+12;7;0;7;0;0;1;6;0;0;3898;183382;27442;16056;11
1.79187E+12;7;0;7;0;0;2;5;0;0;36956;177659;24957;9892;11
1.7919E+12;7;0;7;0;4;0;3;0;0;2244884;5190195;626334;0;8
1.79194E+12;7;0;7;0;5;0;2;0;0;119353;378909;45777;0;11
1.792E+12;7;0;7;0;0;0;7;0;0;1344;132999;16835;0;11
1.79201E+12;7;0;7;0;0;2;5;0;0;25844;157421;20491;0;11
1.79201E+12;7;0;7;0;1;0;6;0;0;1680;133645;16613;0;11
1.7921E+12;7;0;7;0;6;0;1;0;0;29378;177871;23322;0;11
1.79212E+12;7;0;6;1;0;0;7;0;0;112000;62298;10639;10497;11
1.79217E+12;7;0;7;0;0;2;5;0;0;31979;206081;27599;0;11
1.79218E+12;7;0;7;0;0;6;1;0;0;108667;497003;69657;0;2
1.79219E+12;7;0;7;0;0;0;7;0;0;41513;236299;35025;10433;11
1.79221E+12;7;0;7;0;4;0;3;0;0;295;121494;15286;0;11
1.79222E+12;7;0;7;0;2;4;1;0;0;27850;173150;21849;1526;2
1.79229E+12;7;1;5;1;0;1;6;0;0;9787;504213;63519;0;11
