;nro_importaciones;nro_usados;nro_nuevo;nro_otros;nro_destino_europa;nro_destino_asia;nro_destino_america;nro_destino_africa;nro_destino_oceania;total_pesoneto;importe_aduana;importe_iva;importe_salvaguardia;cluster.km
1.79246E+12;7;0;7;0;0;0;7;0;0;370000;147409;25910;30955;11
1.80167E+12;7;0;7;0;0;3;4;0;0;1854;86455;11526;0;2
1.9002E+11;6;0;6;0;4;0;2;0;0;705;105774;16597;0;11
1.90149E+11;6;0;6;0;4;1;1;0;0;26365;126992;15544;0;11
1.9017E+11;6;0;6;0;0;3;3;0;0;42823;505025;61680;0;2
1.90311E+11;6;0;6;0;1;3;2;0;0;23619;151387;20172;0;2
1.90316E+11;6;0;6;0;0;6;0;0;0;798235;4497982;595126;0;13
1.90319E+11;6;0;6;0;4;0;2;0;0;29318;540786;65248;0;11
1.90329E+11;6;0;6;0;0;6;0;0;0;196522;896154;125577;0;2
1.90331E+11;6;0;6;0;1;0;5;0;0;79559;59222;7239;0;11
5.01393E+11;6;0;6;0;0;3;3;0;0;16414;285984;35040;0;2
5.90032E+11;6;0;6;0;0;4;2;0;0;11889;103262;19268;3769;2
7.03525E+11;6;0;1;5;0;0;6;0;0;29250;113259;13658;0;11
7.91724E+11;6;0;6;0;0;6;0;0;0;98522;311477;42112;0;2
8.90001E+11;6;0;6;0;2;1;3;0;0;40328;99325;12774;0;11
9.16668E+11;6;0;6;0;0;2;4;0;0;1004237;296948;43214;14617;2
9.90002E+11;6;0;6;0;3;2;1;0;0;4870;195002;27474;0;11
9.9002E+11;6;0;6;0;1;1;4;0;0;928426;908022;116359;0;11
9.90023E+11;6;0;6;0;1;0;5;0;0;8827;136947;21032;16764;11
9.90026E+11;6;0;6;0;1;0;5;0;0;8464600;4775513;657362;0;8
9.90337E+11;6;0;6;0;4;1;1;0;0;3544;186738;22602;0;11
9.90348E+11;6;0;6;0;0;4;2;0;0;1891;56382;6796;0;2
9.90481E+11;6;0;6;0;1;1;4;0;0;92132;199652;25042;2067;11
9.90533E+11;6;1;5;0;2;0;4;0;0;35083;186559;23900;0;11
9.90655E+11;6;0;6;0;1;2;3;0;0;58540;746140;93088;6539;2
9.90833E+11;6;0;6;0;1;1;4;0;0;111847;247003;29899;0;11
9.90963E+11;6;0;6;0;0;3;3;0;0;25000;480204;63021;0;2
9.91063E+11;6;0;6;0;3;0;3;0;0;63980;376593;46316;0;11
9.91261E+11;6;0;6;0;0;2;4;0;0;225076;338466;51321;19847;2
9.91285E+11;6;0;6;0;4;2;0;0;0;21386;243594;35114;0;11
9.91299E+11;6;0;6;0;1;0;5;0;0;26820;251266;32201;0;11
9.91301E+11;6;0;6;0;1;1;4;0;0;68676;572638;70245;0;11
9.91355E+11;6;0;6;0;1;1;4;0;0;9024;122030;18190;0;11
9.91359E+11;6;0;6;0;3;1;2;0;0;1406;32665;4119;0;11
9.91385E+11;6;0;6;0;0;0;6;0;0;1161;296104;38119;491;11
9.91404E+11;6;0;6;0;2;2;2;0;0;15141;204785;26750;0;11
9.91408E+11;6;4;2;0;0;0;6;0;0;71160;144459;19558;4681;12
9.91444E+11;6;0;6;0;1;0;5;0;0;1563;121679;15677;0;11
9.9213E+11;6;0;6;0;0;3;3;0;0;204050;334765;40368;0;2
9.92144E+11;6;0;6;0;0;2;4;0;0;60577;592744;80655;0;2
9.92146E+11;6;0;6;0;0;5;1;0;0;21617;143071;17574;0;2
9.92147E+11;6;0;6;0;2;2;2;0;0;522130;385292;47589;0;11
9.92247E+11;6;0;6;0;0;0;6;0;0;78;34101;4609;0;11
9.92275E+11;6;0;6;0;0;5;1;0;0;18446;205431;26281;0;2
9.92287E+11;6;0;6;0;0;4;2;0;0;20630;150592;20500;0;2
9.92309E+11;6;1;5;0;0;0;6;0;0;23445;204542;26899;0;11
9.92377E+11;6;0;6;0;0;0;6;0;0;3543;123046;15579;2046;11
9.92382E+11;6;0;6;0;2;0;4;0;0;4181;141340;19100;0;11
9.92441E+11;6;0;6;0;0;6;0;0;0;33302;227994;28982;0;2
9.92444E+11;6;0;6;0;0;3;3;0;0;168509;94662;12935;0;2
9.92454E+11;6;0;6;0;3;0;3;0;0;166;129849;16321;0;11
9.92495E+11;6;0;6;0;0;1;5;0;0;27531;140418;18605;3445;11
9.92524E+11;6;0;6;0;0;0;6;0;0;7220;86687;12858;3899;11
9.92659E+11;6;0;6;0;0;0;6;0;0;2175;261324;31965;0;11
9.92681E+11;6;0;6;0;0;6;0;0;0;318217;1671704;201933;0;2
9.92688E+11;6;0;6;0;1;1;4;0;0;30273;759236;92780;0;11
9.92776E+11;6;0;6;0;0;2;4;0;0;37135;476446;61406;0;2
9.92777E+11;6;0;6;0;1;2;3;0;0;541139;1503373;181305;0;2
9.92816E+11;6;1;5;0;0;0;6;0;0;59072;199805;30737;25779;11
9.92822E+11;6;0;6;0;0;6;0;0;0;173346;321501;41216;0;2
1.10266E+12;6;0;6;0;0;6;0;0;0;114132;313219;46881;0;2
1.39179E+12;6;0;6;0;0;0;6;0;0;3969;174736;22161;0;11
1.70425E+12;6;0;6;0;0;5;1;0;0;121565;211427;30715;0;2
1.7059E+12;6;0;6;0;3;3;0;0;0;1009;118532;14466;0;2
1.76E+12;6;0;6;0;2;3;1;0;0;6885;1612325;196066;0;2
1.79001E+12;6;0;6;0;2;1;3;0;0;212669;428579;51801;0;11
1.79002E+12;6;0;6;0;4;0;2;0;0;24641;151405;19707;0;11
1.79003E+12;6;0;6;0;1;0;5;0;0;90;31153;3988;0;11
1.79006E+12;6;0;6;0;2;0;4;0;0;740;125221;16239;0;11
1.79014E+12;6;0;6;0;5;0;1;0;0;30578;134753;16414;0;11
1.79027E+12;6;0;6;0;2;0;4;0;0;21845;124442;15240;132;11
1.79044E+12;6;0;6;0;0;1;5;0;0;344888;663955;82611;8716;11
1.79059E+12;6;0;6;0;2;0;4;0;0;851;49409;6255;0;11
1.79064E+12;6;0;6;0;2;1;3;0;0;1120;210505;25509;0;11
1.79065E+12;6;0;6;0;0;4;2;0;0;24755;186661;29583;18287;2
1.79099E+12;6;0;6;0;0;6;0;0;0;106430;389897;54796;0;2
1.79104E+12;6;0;6;0;2;0;4;0;0;491873;331365;45133;0;11
1.79125E+12;6;0;6;0;0;0;6;0;0;53978;265728;49067;34492;11
1.79126E+12;6;0;6;0;4;2;0;0;0;67358;245735;31242;0;11
1.79126E+12;6;0;6;0;3;1;2;0;0;1605;137443;16936;0;11
1.79127E+12;6;0;6;0;0;4;2;0;0;28939;947713;115851;0;2
1.79128E+12;6;0;6;0;1;3;2;0;0;230750;393634;47471;0;2
1.79135E+12;6;0;6;0;3;0;3;0;0;97605;526153;65307;0;11
1.79138E+12;6;0;6;0;0;2;4;0;0;59955;205467;28744;3933;2
1.79138E+12;6;0;6;0;0;0;6;0;0;521;27904;3597;0;11
1.79143E+12;6;0;6;0;0;2;4;0;0;11520;140607;18077;0;2
1.79144E+12;6;0;6;0;0;6;0;0;0;363173;725004;91383;0;2
1.79173E+12;6;0;6;0;0;0;6;0;0;5379;490167;63249;0;11
1.79173E+12;6;0;6;0;0;3;3;0;0;634743;222150;32676;11967;2
1.79173E+12;6;0;6;0;0;3;3;0;0;1563572;1285989;157940;3281;2
1.7918E+12;6;1;5;0;2;0;4;0;0;198559;167505;21084;0;11
1.79183E+12;6;0;6;0;0;0;6;0;0;35528;2158107;274437;0;11
1.79183E+12;6;0;6;0;0;0;6;0;0;15740;91008;11496;0;11
1.79186E+12;6;0;6;0;2;0;4;0;0;52056;112278;14172;0;11
1.79189E+12;6;0;6;0;0;2;4;0;0;27830;206721;25431;0;2
1.79189E+12;6;0;6;0;3;1;2;0;0;4845;120780;17584;2167;11
1.7919E+12;6;0;6;0;1;4;1;0;0;157651;162829;19635;0;2
1.79194E+12;6;0;6;0;0;6;0;0;0;342561;298342;42090;0;2
1.79207E+12;6;0;6;0;1;3;2;0;0;8241;75837;11252;0;2
1.79208E+12;6;0;6;0;2;1;3;0;0;130224;265362;32337;0;11
1.79211E+12;6;0;6;0;0;6;0;0;0;132203;331717;45973;0;2
1.79212E+12;6;0;6;0;0;1;5;0;0;2369;116183;14416;0;11
1.79212E+12;6;0;6;0;0;0;6;0;0;1967;86294;11040;0;11
1.79213E+12;6;0;6;0;0;0;6;0;0;6298;162314;21820;0;11
1.79217E+12;6;0;6;0;2;2;2;0;0;216;191315;23069;0;11
1.79217E+12;6;0;6;0;0;0;6;0;0;87113;660706;95529;0;11
1.79217E+12;6;0;6;0;0;0;6;0;0;52111;166905;23947;0;11
1.79217E+12;6;1;5;0;0;2;4;0;0;58719;569836;71075;0;11
1.79219E+12;6;0;6;0;0;0;6;0;0;14256;149025;18485;0;11
1.7922E+12;6;0;6;0;0;6;0;0;0;586088;466422;57849;0;2
1.79221E+12;6;0;6;0;0;3;0;3;0;425;56406;6800;0;7
1.79224E+12;6;0;6;0;0;4;2;0;0;12849;99206;12354;0;2
1.79231E+12;6;0;6;0;0;6;0;0;0;107251;720976;104251;0;2
1.79232E+12;6;0;6;0;3;0;3;0;0;9181;451901;57717;0;11
1.79243E+12;6;0;6;0;0;3;3;0;0;10514;59692;8062;0;2
1.7925E+12;6;0;6;0;0;6;0;0;0;593019;659460;79861;0;2
1.80246E+12;6;0;6;0;0;6;0;0;0;113157;384170;54107;0;2
1.89172E+12;6;0;6;0;1;3;2;0;0;27443;201104;24373;0;2
1.89172E+12;6;0;0;6;0;0;6;0;0;208520;165920;20406;1658;11
1.89173E+12;6;0;6;0;1;2;3;0;0;183302;295982;35692;0;2
1.0242E+11;5;0;5;0;4;0;1;0;0;305;28279;3577;0;11
1.90002E+11;5;0;5;0;0;0;5;0;0;176460;1187552;153465;0;11
1.90044E+11;5;0;5;0;2;0;3;0;0;89138;99459;12589;0;11
1.90072E+11;5;0;5;0;1;1;3;0;0;143033;388830;64290;0;11
1.90133E+11;5;0;5;0;2;1;2;0;0;216435;341556;41619;0;11
1.90139E+11;5;0;5;0;0;5;0;0;0;289310;283690;34211;0;2
1.90154E+11;5;0;5;0;0;1;4;0;0;175882;955868;117310;4402;11
1.90313E+11;5;0;5;0;0;0;5;0;0;39788;100291;13422;0;11
1.90341E+11;5;0;0;5;0;0;5;0;0;97429;599395;72287;0;11
1.9035E+11;5;0;5;0;0;3;2;0;0;5151;98866;13183;0;2
1.90354E+11;5;0;5;0;0;3;2;0;0;1681;265119;35191;0;2
3.00538E+11;5;0;5;0;0;3;2;0;0;167000;146470;17662;0;2
3.91012E+11;5;0;5;0;0;5;0;0;0;79780;321536;40802;0;2
5.90012E+11;5;0;5;0;2;0;3;0;0;46524;289043;39246;0;11
5.91709E+11;5;0;5;0;2;0;3;0;0;78246;202244;25965;2378;11
6.01259E+11;5;0;5;0;0;4;1;0;0;64779;337122;49310;0;2
7.03421E+11;5;0;5;0;1;1;3;0;0;89808;220809;27595;0;11
7.90046E+11;5;0;5;0;0;5;0;0;0;685637;533777;66529;0;2
7.91752E+11;5;0;5;0;0;4;1;0;0;639130;502941;61845;1023;2
7.91753E+11;5;0;2;3;1;1;3;0;0;471980;119164;14451;345;11
9.14225E+11;5;0;5;0;0;5;0;0;0;703;5526;801;0;2
9.68594E+11;5;0;5;0;4;1;0;0;0;651;64777;8741;0;11
9.90007E+11;5;0;5;0;0;0;5;0;0;39510;1028917;132672;0;11
9.90008E+11;5;0;5;0;0;1;4;0;0;1657;72884;8953;0;11
9.90011E+11;5;0;5;0;1;2;2;0;0;128019;138784;16801;0;2
9.90108E+11;5;0;5;0;4;0;1;0;0;9621;122854;18611;0;11
9.90319E+11;5;0;5;0;0;5;0;0;0;98840;428635;52210;0;2
9.90354E+11;5;0;5;0;0;0;5;0;0;5238;127396;15875;0;11
9.90584E+11;5;0;5;0;0;5;0;0;0;110363;535334;78013;0;2
9.906E+11;5;0;5;0;0;5;0;0;0;44768;368272;44887;0;2
9.90633E+11;5;0;5;0;0;0;5;0;0;19308;439335;64182;0;11
9.90657E+11;5;0;0;5;0;0;5;0;0;29650;133904;16145;0;11
9.9079E+11;5;0;5;0;0;3;2;0;0;160592;1250359;158292;0;2
9.90795E+11;5;0;5;0;0;2;3;0;0;36740;205736;26824;0;2
9.90808E+11;5;0;5;0;0;5;0;0;0;197500;346069;41733;0;2
9.90868E+11;5;0;5;0;2;2;1;0;0;76153;137226;16621;0;2
9.91176E+11;5;0;5;0;0;1;4;0;0;275335;505228;60929;0;11
9.91206E+11;5;0;5;0;0;5;0;0;0;41371;284547;34315;0;2
9.91222E+11;5;0;5;0;5;0;0;0;0;21738;211662;29134;0;11
9.9125E+11;5;0;5;0;1;1;3;0;0;470946;523903;63181;0;11
9.91312E+11;5;0;5;0;1;0;4;0;0;31427;1039760;131631;0;11
9.91353E+11;5;0;5;0;3;0;2;0;0;523042;550489;66530;0;11
9.91362E+11;5;0;5;0;3;0;2;0;0;4314;136896;17263;0;11
9.91383E+11;5;0;5;0;0;1;4;0;0;2608;75985;9624;0;11
9.91388E+11;5;0;5;0;0;3;2;0;0;100542;174437;21035;0;2
9.9144E+11;5;0;5;0;1;0;4;0;0;685;443072;55608;0;11
9.9145E+11;5;0;5;0;0;5;0;0;0;23484;196520;25903;0;2
9.91516E+11;5;0;5;0;1;4;0;0;0;205248;507919;75459;0;2
9.92126E+11;5;0;5;0;0;4;1;0;0;37379;308622;39145;0;2
9.9214E+11;5;0;5;0;3;0;2;0;0;201300;179531;25733;0;11
9.92143E+11;5;0;5;0;1;0;4;0;0;25564;280659;36587;0;11
9.92233E+11;5;0;5;0;3;0;2;0;0;80580;892064;109013;0;11
9.92234E+11;5;0;5;0;2;2;1;0;0;6745;161015;20407;0;2
9.92242E+11;5;0;5;0;0;5;0;0;0;48834;384270;47546;0;2
9.92248E+11;5;1;4;0;1;0;4;0;0;9310;117189;15249;0;11
9.92264E+11;5;0;5;0;0;3;2;0;0;9829;629003;86203;0;2
9.92276E+11;5;0;5;0;0;5;0;0;0;156250;185456;26816;0;2
9.92278E+11;5;0;5;0;5;0;0;0;0;35028;254700;35390;0;11
9.92336E+11;5;0;5;0;0;5;0;0;0;191000;389631;46987;0;2
9.92361E+11;5;0;5;0;0;5;0;0;0;103774;1169526;150609;0;2
9.9237E+11;5;0;5;0;1;0;4;0;0;31223;86657;10498;0;11
9.9244E+11;5;5;0;0;5;0;0;0;0;298480;240844;30482;0;12
9.92448E+11;5;0;5;0;1;0;4;0;0;22414;754760;97216;339;11
9.92473E+11;5;0;5;0;2;0;3;0;0;55179;197658;23976;0;11
9.92496E+11;5;0;5;0;2;3;0;0;0;5191;41597;5186;0;2
9.92517E+11;5;0;5;0;2;0;3;0;0;3379;110613;14061;0;11
9.92528E+11;5;0;5;0;0;3;2;0;0;647690;783495;94487;0;2
9.92605E+11;5;0;5;0;3;0;2;0;0;8681;185255;22500;0;11
9.92667E+11;5;0;5;0;1;3;1;0;0;4286;157237;18961;0;2
9.92697E+11;5;0;5;0;2;0;3;0;0;1341;44939;5827;0;11
9.9272E+11;5;0;5;0;0;4;1;0;0;34214;368965;46082;0;2
9.92734E+11;5;0;5;0;0;0;5;0;0;186115;333525;40281;0;11
9.9274E+11;5;0;5;0;0;4;1;0;0;24311;167795;22838;0;2
9.9276E+11;5;0;5;0;0;2;3;0;0;479680;85834;10350;0;2
9.92801E+11;5;0;5;0;0;5;0;0;0;107235;95289;13828;0;2
9.92808E+11;5;0;5;0;0;5;0;0;0;34123;246723;31186;0;2
9.92833E+11;5;0;4;1;0;0;5;0;0;437;62778;7752;0;11
9.92871E+11;5;0;0;5;0;0;5;0;0;173838;145023;21564;0;11
1.09008E+12;5;0;5;0;1;2;2;0;0;40546;224315;32371;14888;2
1.29171E+12;5;0;5;0;1;4;0;0;0;58630;279424;41448;0;2
1.30412E+12;5;0;5;0;1;4;0;0;0;17478;153097;19310;0;2
1.39014E+12;5;0;5;0;0;4;1;0;0;786;20668;2709;0;2
1.39015E+12;5;0;5;0;0;5;0;0;0;152630;502823;65394;0;2
1.70136E+12;5;0;5;0;0;3;2;0;0;24162;177199;22444;0;2
1.70685E+12;5;0;5;0;0;1;4;0;0;17599;109169;17086;0;11
1.70687E+12;5;0;5;0;1;2;2;0;0;15984;138551;17300;0;2
1.70763E+12;5;0;5;0;0;4;1;0;0;1769;37567;4649;0;2
1.70777E+12;5;0;5;0;0;2;3;0;0;8038;44461;6098;0;2
1.70912E+12;5;0;5;0;1;0;4;0;0;1250;212020;26394;0;11
1.71095E+12;5;0;5;0;2;3;0;0;0;5102;106905;13733;0;2
1.71419E+12;5;0;5;0;1;4;0;0;0;602000;167527;20202;0;2
1.71493E+12;5;0;5;0;0;0;5;0;0;864;51060;7238;2310;11
1.79001E+12;5;0;5;0;1;1;3;0;0;55932;92924;12933;3796;11
1.79001E+12;5;0;5;0;3;0;2;0;0;58472;661596;81452;0;11
1.79001E+12;5;0;5;0;3;1;1;0;0;72634;228119;27509;0;11
1.79002E+12;5;0;5;0;0;3;2;0;0;169052;466059;56699;628;2
1.79002E+12;5;0;5;0;3;1;1;0;0;9010;104105;13465;0;11
1.79002E+12;5;0;5;0;0;0;5;0;0;877;62570;7965;0;11
1.79005E+12;5;0;5;0;4;0;1;0;0;1217;46378;6052;0;11
1.79009E+12;5;0;5;0;4;0;1;0;0;17179;140466;17752;0;11
1.7901E+12;5;0;5;0;4;1;0;0;0;1295;135383;19625;0;11
1.79015E+12;5;0;5;0;2;0;3;0;0;3144;91705;11735;0;11
1.79016E+12;5;0;5;0;3;1;1;0;0;60799;281532;34070;189;11
1.79016E+12;5;0;5;0;3;0;2;0;0;1711;52340;6310;0;11
1.79033E+12;5;0;4;1;0;1;4;0;0;106014;1222111;168072;53485;11
1.79036E+12;5;0;5;0;2;0;3;0;0;7220;87599;10655;0;11
1.79039E+12;5;0;5;0;0;4;1;0;0;2216;219847;29246;0;2
1.79045E+12;5;0;5;0;1;0;4;0;0;2044;51364;6915;0;11
1.79045E+12;5;0;5;0;0;5;0;0;0;27660;565991;70228;0;2
1.79051E+12;5;0;5;0;0;0;5;0;0;171;16372;2071;0;11
1.79054E+12;5;0;5;0;0;1;4;0;0;2062;65333;7894;0;11
1.79066E+12;5;0;5;0;1;0;4;0;0;180723;314410;57380;19868;11
1.79067E+12;5;0;5;0;3;0;2;0;0;93394;466481;56623;0;11
1.7907E+12;5;0;5;0;1;0;4;0;0;3480;363854;45048;0;11
1.79075E+12;5;0;5;0;0;1;4;0;0;4884;202979;25562;0;11
1.79079E+12;5;0;5;0;0;5;0;0;0;86530;377044;45469;0;2
1.79082E+12;5;0;5;0;0;2;3;0;0;32623;122370;18607;3667;2
1.79087E+12;5;0;5;0;0;5;0;0;0;53455;382558;55316;0;2
1.79089E+12;5;0;5;0;1;0;4;0;0;14138;387192;48868;0;11
1.7909E+12;5;0;5;0;1;0;4;0;0;152;51155;7084;0;11
1.79097E+12;5;0;5;0;3;1;1;0;0;3365;358131;43700;0;11
1.79097E+12;5;0;5;0;0;0;5;0;0;8124;127057;16433;0;11
1.79098E+12;5;0;5;0;0;1;4;0;0;238;50693;6349;0;11
1.79099E+12;5;0;5;0;0;0;5;0;0;33148;719859;116944;7632;11
1.79099E+12;5;0;5;0;3;1;1;0;0;4950;94356;14900;0;11
1.79108E+12;5;0;5;0;0;5;0;0;0;158042;264295;31872;0;2
1.79111E+12;5;0;5;0;2;0;3;0;0;7350;143684;17327;0;11
1.79119E+12;5;0;5;0;0;0;5;0;0;48;3799;506;0;11
1.79124E+12;5;0;5;0;0;0;5;0;0;52094;363629;44111;0;11
1.79124E+12;5;0;5;0;0;0;5;0;0;24856;964496;121116;0;11
1.79124E+12;5;0;5;0;0;0;5;0;0;4600;232772;31569;14578;11
1.79124E+12;5;0;5;0;2;0;3;0;0;2426;53410;6984;0;11
1.79127E+12;5;0;5;0;0;1;4;0;0;32281;362612;60154;64098;11
1.79127E+12;5;0;5;0;5;0;0;0;0;7663;124945;17054;0;11
1.79127E+12;5;0;5;0;0;0;5;0;0;53900;262942;35472;0;11
1.79128E+12;5;0;5;0;0;3;2;0;0;10666;68403;8499;0;2
1.79128E+12;5;0;5;0;4;0;1;0;0;844090;623397;75179;0;11
1.79129E+12;5;0;5;0;3;0;2;0;0;123482;77703;9536;0;11
1.7913E+12;5;0;5;0;2;2;1;0;0;10544;61874;9200;0;2
1.79132E+12;5;0;5;0;0;2;3;0;0;167113;116078;16728;1693;2
1.79132E+12;5;0;5;0;0;0;5;0;0;5973;947223;114528;0;11
1.79133E+12;5;0;5;0;0;0;5;0;0;42487;416190;54099;0;11
1.79134E+12;5;0;5;0;0;3;2;0;0;9139;104904;15353;0;2
1.79136E+12;5;0;5;0;0;2;3;0;0;44068;301569;40480;0;2
1.7914E+12;5;0;5;0;0;0;5;0;0;53909;94945;11495;0;11
1.7914E+12;5;0;5;0;0;1;4;0;0;482464;1505368;196032;0;11
1.7914E+12;5;0;5;0;0;0;5;0;0;2303;61029;8115;0;11
1.7914E+12;5;0;5;0;2;0;3;0;0;7347;813535;106775;0;11
1.7914E+12;5;0;5;0;1;0;4;0;0;20598;254504;33096;0;11
1.79141E+12;5;0;5;0;0;2;3;0;0;85495;297773;40084;0;2
1.79141E+12;5;0;5;0;0;0;5;0;0;2218;183625;26851;6147;11
1.79141E+12;5;0;5;0;0;0;5;0;0;36923;144599;22380;12274;11
1.79143E+12;5;0;5;0;4;0;1;0;0;29772;90603;10926;0;11
1.79171E+12;5;0;5;0;0;0;5;0;0;2741;83941;12170;2564;11
1.79172E+12;5;0;5;0;4;0;1;0;0;655;74075;9056;0;11
1.79172E+12;5;0;5;0;4;1;0;0;0;515;22366;2732;0;11
1.79173E+12;5;0;5;0;0;2;3;0;0;45957;228364;31913;0;2
1.79174E+12;5;0;5;0;0;1;4;0;0;80872;36400;4760;0;11
1.79177E+12;5;0;5;0;0;0;5;0;0;1208;107642;14231;0;11
1.79181E+12;5;0;5;0;0;1;4;0;0;27216;863696;107674;0;11
1.79182E+12;5;0;5;0;0;0;5;0;0;65195;181661;27749;0;11
1.79189E+12;5;0;5;0;1;3;1;0;0;67808;317414;38881;0;2
1.79189E+12;5;0;5;0;0;2;3;0;0;6942;200572;25357;0;2
1.7919E+12;5;0;5;0;0;0;5;0;0;13423;508993;72188;0;11
1.7919E+12;5;0;5;0;4;1;0;0;0;3492;209274;25539;0;11
1.79191E+12;5;0;5;0;0;0;5;0;0;3431;116242;17711;0;11
1.79191E+12;5;0;5;0;1;0;4;0;0;24847;226473;32655;0;11
1.79192E+12;5;0;5;0;1;0;4;0;0;2473350;1373545;165663;0;11
1.79194E+12;5;0;5;0;0;0;5;0;0;4441;968737;120635;0;11
1.79195E+12;5;0;5;0;2;1;2;0;0;4092;119123;14795;0;11
1.79196E+12;5;0;5;0;2;0;3;0;0;3227;37255;5209;0;11
1.79196E+12;5;0;5;0;1;2;2;0;0;1684;639273;78225;0;2
1.79197E+12;5;0;5;0;0;1;4;0;0;18851;1145284;145931;0;11
1.79206E+12;5;0;5;0;0;0;5;0;0;134713;1507393;183006;0;11
1.79208E+12;5;0;5;0;0;0;5;0;0;173682;255453;145053;2552;11
1.79211E+12;5;0;5;0;0;1;4;0;0;8701;97219;12289;0;11
1.79214E+12;5;0;5;0;0;0;5;0;0;28373;320592;38969;0;11
1.79214E+12;5;0;5;0;0;0;5;0;0;163950;124584;17891;11869;11
1.79218E+12;5;0;5;0;0;3;2;0;0;10060;132703;18587;0;2
1.79218E+12;5;0;1;4;0;0;5;0;0;165800;227560;31272;9171;11
1.79219E+12;5;3;2;0;0;0;5;0;0;644;18716;2435;0;12
1.7922E+12;5;1;4;0;1;1;3;0;0;71528;550815;68410;0;11
1.7922E+12;5;0;5;0;5;0;0;0;0;125545;49417;5958;0;11
1.79223E+12;5;0;5;0;1;0;4;0;0;6369;81566;10182;0;11
1.79224E+12;5;0;5;0;0;0;5;0;0;23146;141448;18925;0;11
1.79228E+12;5;0;5;0;0;0;5;0;0;24208;318470;48540;14227;11
1.79229E+12;5;0;5;0;3;0;2;0;0;1868;126247;18794;963;11
1.7923E+12;5;0;5;0;0;4;1;0;0;37875;308024;43898;0;2
1.79234E+12;5;0;5;0;2;0;3;0;0;5045;60455;8559;0;11
1.79235E+12;5;0;5;0;0;0;5;0;0;8854;140869;20368;0;11
1.79237E+12;5;0;5;0;0;0;5;0;0;963;17755;2508;0;11
1.7924E+12;5;0;5;0;0;0;5;0;0;1092;94972;13616;2474;11
1.79245E+12;5;0;5;0;0;0;5;0;0;1038;124896;16625;238;11
1.79245E+12;5;0;5;0;5;0;0;0;0;709;59217;8312;0;11
1.00739E+11;4;0;4;0;0;0;4;0;0;190322;172464;24536;0;11
1.01675E+11;4;0;4;0;0;4;0;0;0;13201;105959;13864;0;2
1.02092E+11;4;0;4;0;1;1;2;0;0;12975;78644;9669;638;11
1.02311E+11;4;0;4;0;3;1;0;0;0;92160;309607;43449;0;11
1.02638E+11;4;0;4;0;0;4;0;0;0;43327;210330;27512;0;2
1.90087E+11;4;0;4;0;0;0;4;0;0;110458;73930;9734;3414;11
1.90103E+11;4;0;4;0;0;1;3;0;0;57993;277491;39697;10792;11
1.90106E+11;4;0;4;0;0;2;2;0;0;24240;123050;16623;0;2
1.90117E+11;4;0;4;0;0;0;4;0;0;64048;335036;46575;5092;11
1.90152E+11;4;0;4;0;1;0;3;0;0;416705;125759;15166;0;11
1.90154E+11;4;0;4;0;0;4;0;0;0;31810;194280;26484;0;2
1.90329E+11;4;0;4;0;3;0;1;0;0;111558;1594186;194123;0;11
1.90333E+11;4;0;4;0;0;2;2;0;0;12191;172384;21924;0;2
1.90335E+11;4;0;3;1;0;1;3;0;0;121044;31940;3851;0;11
1.90348E+11;4;0;4;0;0;4;0;0;0;1742;39395;5234;0;2
1.90362E+11;4;0;4;0;0;0;4;0;0;130164;97796;14044;4096;11
1.90371E+11;4;0;4;0;0;3;1;0;0;1411;136067;16935;0;2
1.90373E+11;4;0;4;0;3;1;0;0;0;7540;127643;16765;0;11
1.9039E+11;4;0;4;0;0;0;4;0;0;100;2215;266;0;11
1.90405E+11;4;0;4;0;0;2;2;0;0;178292;137765;19301;1731;2
3.00342E+11;4;0;4;0;0;4;0;0;0;112794;416534;62870;0;2
3.01166E+11;4;0;4;0;0;3;1;0;0;29305;131109;16487;0;2
4.00579E+11;4;0;4;0;0;0;4;0;0;526858;244217;40981;12210;11
6.9003E+11;4;0;4;0;1;0;3;0;0;287067;347390;41934;0;11
6.90033E+11;4;0;4;0;0;1;3;0;0;166660;204302;26205;0;11
7.901E+11;4;0;4;0;2;0;2;0;0;22830;154922;21063;0;11
7.91714E+11;4;0;4;0;0;0;4;0;0;21840;98540;11882;0;11
7.91759E+11;4;0;0;4;0;0;4;0;0;45360;208724;25170;0;11
7.91768E+11;4;0;4;0;0;0;4;0;0;279000;261577;40019;18309;11
7.9177E+11;4;0;4;0;0;4;0;0;0;60399;189678;24875;0;2
9.02611E+11;4;0;4;0;0;1;3;0;0;158249;210659;28915;0;11
9.07158E+11;4;0;4;0;1;0;3;0;0;1597;39486;4761;0;11
9.11164E+11;4;0;4;0;0;3;1;0;0;8090;106837;13277;0;2
9.1779E+11;4;0;4;0;0;2;2;0;0;1874;179411;24559;0;2
9.2461E+11;4;0;4;0;0;4;0;0;0;48472;241970;64076;0;2
9.90001E+11;4;0;4;0;0;0;4;0;0;901627;664783;84458;17864;11
9.90013E+11;4;0;4;0;0;1;3;0;0;158750;251868;30375;0;11
9.9002E+11;4;0;4;0;0;0;4;0;0;749715;191983;24331;0;11
9.90037E+11;4;0;4;0;0;2;2;0;0;40272;273486;39544;0;2
9.90041E+11;4;0;4;0;1;1;2;0;0;2225;38231;4638;0;11
9.90107E+11;4;0;4;0;0;2;2;0;0;66186;297192;38316;0;2
